time,ego_speed,acceleration_cmd,mode,distance_error,distance,ttc
9.8,29.232,1.536,cruise,,,
9.9,29.3856,1.2288,cruise,,,
10.0,29.5085,0.983,cruise,,,
10.1,29.6068,0.7864,cruise,,,
10.2,29.6854,0.6291,cruise,,,
10.3,29.7483,0.5033,cruise,,,
10.4,29.7987,0.4027,cruise,,,
10.5,29.8389,0.3221,cruise,,,
10.6,29.8712,0.2577,cruise,,,
10.7,29.8969,0.2062,cruise,,,
10.8,29.9175,0.1649,cruise,,,
10.9,29.934,0.1319,cruise,,,
11.0,29.9472,0.1056,cruise,,,
11.1,29.9578,0.0844,cruise,,,
11.2,29.9662,0.0676,cruise,,,
11.3,29.973,0.054,cruise,,,
11.4,29.9784,0.0432,cruise,,,
11.5,29.9827,0.0346,cruise,,,
11.6,29.9862,0.0277,cruise,,,
11.7,29.9889,0.0221,cruise,,,
11.8,29.9911,0.0177,cruise,,,
11.9,29.9929,0.0142,cruise,,,
12.0,29.9943,0.0113,cruise,,,
12.1,29.9955,0.0091,cruise,,,
12.2,29.9964,0.0073,cruise,,,
12.3,29.9971,0.0058,cruise,,,
12.4,29.9977,0.0046,cruise,,,
12.5,29.9981,0.0037,cruise,,,
12.6,29.9985,0.003,cruise,,,
12.7,29.9988,0.0024,cruise,,,
12.8,29.999,0.0019,cruise,,,
12.9,29.9992,0.0015,cruise,,,
13.0,29.9994,0.0012,cruise,,,
13.1,29.9995,0.001,cruise,,,
13.2,29.9996,0.0008,cruise,,,
13.3,29.9997,0.0006,cruise,,,
13.4,29.9998,0.0005,cruise,,,
13.5,29.9998,0.0004,cruise,,,
13.6,29.9998,0.0003,cruise,,,
13.7,29.9999,0.0003,cruise,,,
13.8,29.9999,0.0002,cruise,,,
13.9,29.9999,0.0002,cruise,,,
14.0,29.9999,0.0001,cruise,,,
14.1,29.9999,0.0001,cruise,,,
14.2,30.0,0.0001,cruise,,,
14.3,30.0,0.0001,cruise,,,
14.4,30.0,0.0001,cruise,,,
14.5,30.0,0.0,cruise,,,
14.6,30.0,0.0,cruise,,,
14.7,30.0,0.0,cruise,,,
14.8,30.0,0.0,cruise,,,
14.9,30.0,0.0,cruise,,,
15.0,30.0,0.0,cruise,,,
15.1,30.0,0.0,cruise,,,
15.2,30.0,0.0,cruise,,,
15.3,30.0,0.0,cruise,,,
15.4,30.0,0.0,cruise,,,
15.5,30.0,0.0,cruise,,,
15.6,30.0,0.0,cruise,,,
15.7,30.0,0.0,cruise,,,
15.8,30.0,0.0,cruise,,,
15.9,30.0,0.0,cruise,,,
16.0,30.0,0.0,cruise,,,
16.1,30.0,0.0,cruise,,,
16.2,30.0,0.0,cruise,,,
16.3,30.0,0.0,cruise,,,
16.4,30.0,0.0,cruise,,,
16.5,30.0,0.0,cruise,,,
16.6,30.0,0.0,cruise,,,
16.7,30.0,0.0,cruise,,,
16.8,30.0,0.0,cruise,,,
16.9,30.0,0.0,cruise,,,
17.0,30.0,0.0,cruise,,,
17.1,30.0,0.0,cruise,,,
17.2,30.0,0.0,cruise,,,
17.3,30.0,0.0,cruise,,,
17.4,30.0,0.0,cruise,,,
17.5,30.0,0.0,cruise,,,
17.6,30.0,0.0,cruise,,,
17.7,30.0,0.0,cruise,,,
17.8,30.0,0.0,cruise,,,
17.9,30.0,0.0,cruise,,,
18.0,30.0,0.0,cruise,,,
18.1,30.0,0.0,cruise,,,
18.2,30.0,0.0,cruise,,,
18.3,30.0,0.0,cruise,,,
18.4,30.0,0.0,cruise,,,
18.5,30.0,0.0,cruise,,,
18.6,30.0,0.0,cruise,,,
18.7,30.0,0.0,cruise,,,
18.8,30.0,0.0,cruise,,,
18.9,30.0,0.0,cruise,,,
19.0,30.0,0.0,cruise,,,
19.1,30.0,0.0,cruise,,,
19.2,30.0,0.0,cruise,,,
19.3,30.0,0.0,cruise,,,
19.4,30.0,0.0,cruise,,,
19.5,30.0,0.0,cruise,,,
19.6,30.0,0.0,cruise,,,
19.7,30.0,0.0,cruise,,,
19.8,30.0,0.0,cruise,,,
19.9,30.0,0.0,cruise,,,
20.0,30.0,0.0,cruise,,,
20.1,30.0,0.0,cruise,,,
20.2,30.0,0.0,cruise,,,
20.3,30.0,0.0,cruise,,,
20.4,30.0,0.0,cruise,,,
20.5,30.0,0.0,cruise,,,
20.6,30.0,0.0,cruise,,,
20.7,30.0,0.0,cruise,,,
20.8,30.0,0.0,cruise,,,
20.9,30.0,0.0,cruise,,,
21.0,30.0,0.0,cruise,,,
21.1,30.0,0.0,cruise,,,
21.2,30.0,0.0,cruise,,,
21.3,30.0,0.0,cruise,,,
21.4,30.0,0.0,cruise,,,
21.5,30.0,0.0,cruise,,,
21.6,30.0,0.0,cruise,,,
21.7,30.0,0.0,cruise,,,
21.8,30.0,0.0,cruise,,,
21.9,30.0,0.0,cruise,,,
22.0,30.0,0.0,cruise,,,
22.1,30.0,0.0,cruise,,,
22.2,30.0,0.0,cruise,,,
22.3,30.0,0.0,cruise,,,
22.4,30.0,0.0,cruise,,,
22.5,30.0,0.0,cruise,,,
22.6,30.0,0.0,cruise,,,
22.7,30.0,0.0,cruise,,,
22.8,30.0,0.0,cruise,,,
22.9,30.0,0.0,cruise,,,
23.0,30.0,0.0,cruise,,,
23.1,30.0,0.0,cruise,,,
23.2,30.0,0.0,cruise,,,
23.3,30.0,0.0,cruise,,,
23.4,30.0,0.0,cruise,,,
23.5,30.0,0.0,cruise,,,
23.6,30.0,0.0,cruise,,,
23.7,30.0,0.0,cruise,,,
23.8,30.0,0.0,cruise,,,
23.9,30.0,0.0,cruise,,,
24.0,30.0,0.0,cruise,,,
24.1,30.0,0.0,cruise,,,
24.2,30.0,0.0,cruise,,,
24.3,30.0,0.0,cruise,,,
24.4,30.0,0.0,cruise,,,
24.5,30.0,0.0,cruise,,,
24.6,30.0,0.0,cruise,,,
24.7,30.0,0.0,cruise,,,
24.8,30.0,0.0,cruise,,,
24.9,30.0,0.0,cruise,,,
25.0,30.0,0.0,cruise,,,
25.1,30.0,0.0,cruise,,,
25.2,30.0,0.0,cruise,,,
25.3,30.0,0.0,cruise,,,
25.4,30.0,0.0,cruise,,,
25.5,30.0,0.0,cruise,,,
25.6,30.0,0.0,cruise,,,
25.7,30.0,0.0,cruise,,,
25.8,30.0,0.0,cruise,,,
25.9,30.0,0.0,cruise,,,
26.0,30.0,0.0,cruise,,,
26.1,30.0,0.0,cruise,,,
26.2,30.0,0.0,cruise,,,
26.3,30.0,0.0,cruise,,,
26.4,30.0,0.0,cruise,,,
26.5,30.0,0.0,cruise,,,
26.6,30.0,0.0,cruise,,,
26.7,30.0,0.0,cruise,,,
26.8,30.0,0.0,cruise,,,
26.9,30.0,0.0,cruise,,,
27.0,30.0,0.0,cruise,,,
27.1,30.0,0.0,cruise,,,
27.2,30.0,0.0,cruise,,,
27.3,30.0,0.0,cruise,,,
27.4,30.0,0.0,cruise,,,
27.5,30.0,0.0,cruise,,,
27.6,30.0,0.0,cruise,,,
27.7,30.0,0.0,cruise,,,
27.8,30.0,0.0,cruise,,,
27.9,30.0,0.0,cruise,,,
28.0,30.0,0.0,cruise,,,
28.1,30.0,0.0,cruise,,,
28.2,30.0,0.0,cruise,,,
28.3,30.0,0.0,cruise,,,
28.4,30.0,0.0,cruise,,,
28.5,30.0,0.0,cruise,,,
28.6,30.0,0.0,cruise,,,
28.7,30.0,0.0,cruise,,,
28.8,30.0,0.0,cruise,,,
28.9,30.0,0.0,cruise,,,
29.0,30.0,0.0,cruise,,,
29.1,30.0,0.0,cruise,,,
29.2,30.0,0.0,cruise,,,
29.3,30.0,0.0,cruise,,,
29.4,30.0,0.0,cruise,,,
29.5,30.0,0.0,cruise,,,
29.6,30.0,0.0,cruise,,,
29.7,30.0,0.0,cruise,,,
29.8,30.0,0.0,cruise,,,
29.9,30.0,0.0,cruise,,,
30.0,30.0,-0.609,follow,-2.9,52.1,11.2527
30.1,29.9391,-1.0803,follow,-3.2656,51.6431,10.2485
30.2,29.8311,-1.148,follow,-3.5966,51.15,11.7828
30.3,29.7163,-1.1559,follow,-3.847,50.7274,14.1844
30.4,29.6007,-1.1529,follow,-4.0197,50.3813,10.5385
30.5,29.4854,-1.3757,follow,-4.3133,49.9148,10.699
30.6,29.3478,-1.4234,follow,-4.5598,49.462,15.6139
30.7,29.2055,-1.3303,follow,-4.6488,49.1594,13.5594
30.8,29.0724,-1.4689,follow,-4.7985,48.8102,11.0369
30.9,28.9256,-1.6179,follow,-5.0057,48.3826,13.7624
31.0,28.7638,-1.5729,follow,-5.0984,48.0472,11.6796
31.1,28.6065,-1.7244,follow,-5.2581,47.6516,12.044
31.2,28.434,-1.7622,follow,-5.3778,47.2732,14.5276
31.3,28.2578,-1.7488,follow,-5.4213,46.9654,10.0186
31.4,28.0829,-1.9882,follow,-5.6103,46.5141,10.6368
31.5,27.8841,-1.9996,follow,-5.7294,46.0967,13.9514
31.6,27.6841,-1.9504,follow,-5.7399,45.7863,13.2939
31.7,27.4891,-2.0364,follow,-5.7723,45.4614,20.2131
31.8,27.2855,-1.9397,follow,-5.6714,45.2568,15.2613
31.9,27.0915,-2.0806,follow,-5.6576,44.9797,14.2725
32.0,26.8834,-2.1295,follow,-5.6398,44.6853,57.0377
32.1,26.6705,-1.8862,follow,-5.3774,44.6283,24.2482
32.2,26.4819,-2.0599,follow,-5.2597,44.4631,31.0526
32.3,26.2759,-2.0047,follow,-5.0733,44.3405,18.9015
32.4,26.0754,-2.1376,follow,-4.9871,44.126,29.7063
32.5,25.8617,-2.0395,follow,-4.7937,43.9988,56.2895
32.6,25.6577,-1.9806,follow,-4.5455,43.941,28.9523
32.7,25.4596,-2.0744,follow,-4.3804,43.8091,243.8711
32.8,25.2522,-1.9035,follow,-4.0664,43.8119,62.3925
32.9,25.0618,-1.9745,follow,-3.8321,43.7607,155.2631
33.0,24.8644,-1.899,follow,-3.5444,43.7522,139.1639
33.1,24.6745,-1.8926,follow,-3.2719,43.7398,
33.2,24.4852,-1.6238,follow,-2.7976,43.9303,
33.3,24.3229,-1.7507,follow,-2.4873,43.997,389.8612
33.4,24.1478,-1.7605,follow,-2.2185,44.0032,
33.5,23.9717,-1.5326,follow,-1.7896,44.168,
33.6,23.8185,-1.6696,follow,-1.5335,44.1942,
33.7,23.6515,-1.4554,follow,-1.1322,44.345,364.9209
33.8,23.506,-1.6009,follow,-0.9115,44.3474,
33.9,23.3459,-1.461,follow,-0.606,44.4128,
34.0,23.1998,-1.2715,follow,-0.1918,44.6079,
34.1,23.0726,-1.1571,follow,0.2467,44.8556,
34.2,22.9569,-1.1201,follow,0.6375,45.0729,
34.3,22.8449,-1.0514,follow,1.012,45.2794,
34.4,22.7398,-0.9793,follow,1.3728,45.4824,
34.5,22.6418,-0.9976,follow,1.6445,45.6073,
34.6,22.5421,-0.8397,follow,1.9859,45.799,
34.7,22.4581,-0.7437,follow,2.3311,46.0182,
34.8,22.3838,-0.5184,follow,2.7832,46.3589,
34.9,22.3319,-0.4943,follow,3.1538,46.6517,
35.0,22.2825,-0.5745,follow,3.3677,46.7914,
35.1,22.225,-0.2857,follow,3.7554,47.0929,
35.2,22.1965,-0.2798,follow,4.0496,47.3443,
35.3,22.1685,-0.2018,follow,4.3237,47.5764,
35.4,22.1483,0.0046,follow,4.6851,47.9076,
35.5,22.1488,0.1274,follow,5.0466,48.2697,
35.6,22.1615,0.2215,follow,5.3813,48.6236,
35.7,22.1837,0.1649,follow,5.5667,48.8422,
35.8,22.2001,0.3162,follow,5.799,49.0992,
35.9,22.2318,0.4497,follow,6.0534,49.401,
36.0,22.2767,0.5921,follow,6.3312,49.7463,
36.1,22.3359,0.5488,follow,6.4728,49.9767,
36.2,22.3908,0.6711,follow,6.6374,50.2237,
36.3,22.4579,0.6583,follow,6.708,50.3949,
36.4,22.5238,0.7261,follow,6.7668,50.5525,
36.5,22.5964,0.9677,follow,6.9593,50.8539,
36.6,22.6931,1.0718,follow,7.1468,51.1865,
36.7,22.8003,1.0213,follow,7.201,51.4015,
36.8,22.9024,1.1983,follow,7.3326,51.6863,
36.9,23.0223,1.1945,follow,7.3776,51.911,
37.0,23.1417,1.1732,follow,7.3363,52.0489,
37.1,23.2591,1.3183,follow,7.3614,52.25,
37.2,23.3909,1.4614,follow,7.4395,52.5259,
37.3,23.537,1.3658,follow,7.3636,52.6692,
37.4,23.6736,1.5695,follow,7.4084,52.9188,83.5195
37.5,23.8306,1.2183,follow,7.0939,52.8397,
37.6,23.9524,1.5844,follow,7.0779,53.0065,
37.7,24.1108,1.4996,follow,6.9362,53.1024,
37.8,24.2608,1.5014,follow,6.7631,53.1543,
37.9,24.4109,1.5493,follow,6.6038,53.2203,59.0722
38.0,24.5659,1.3657,follow,6.2659,53.1147,
38.1,24.7024,1.5351,follow,6.0748,53.1284,
38.2,24.8559,1.5584,follow,5.8859,53.1698,
38.3,25.0118,1.6562,follow,5.762,53.2796,132.6077
38.4,25.1774,1.4685,follow,5.4568,53.2229,67.5932
38.5,25.3242,1.4486,follow,5.1431,53.1295,75.4415
38.6,25.4691,1.4481,follow,4.8409,53.0446,
38.7,25.6139,1.5451,follow,4.6313,53.0522,145.7795
38.8,25.7684,1.4578,follow,4.3477,53.0003,45.3603
38.9,25.9142,1.3613,follow,3.9976,52.8689,98.9659
39.0,26.0503,1.4232,follow,3.7264,52.8019,53.8606
39.1,26.1927,1.3375,follow,3.4006,52.6896,113.8833
39.2,26.3264,1.3824,follow,3.1403,52.63,28.3503
39.3,26.4647,1.1818,follow,2.7335,52.4305,30.5779
39.4,26.5828,1.1797,follow,2.373,52.2472,27.8975
39.5,26.7008,1.109,follow,1.997,52.0481,18.5833
39.6,26.8117,0.9514,follow,1.5394,51.757,32.5169
39.7,26.9068,1.0475,follow,1.2281,51.5883,30.2246
39.8,27.0116,0.9618,follow,0.8898,51.4071,25.5556
39.9,27.1078,0.8794,follow,0.5347,51.1964,22.3784
40.0,27.1957,0.7927,follow,0.1652,50.9588,15.6522
40.1,27.275,0.6165,follow,-0.2872,50.6253,19.509
40.2,27.3366,0.6327,follow,-0.6453,50.3596,19.3943
40.3,27.3999,0.5477,follow,-1.0062,50.0936,16.6985
40.4,27.4547,0.4295,follow,-1.3938,49.7882,19.3378
40.5,27.4976,0.4085,follow,-1.72,49.5264,22.5366
40.6,27.5384,0.3725,follow,-2.0051,49.3026,43.6908
40.7,27.5757,0.4289,follow,-2.1775,49.186,20.1113
40.8,27.6186,0.2006,follow,-2.4907,48.9371,20.1505
40.9,27.6386,0.1562,follow,-2.7657,48.6923,18.0433
41.0,27.6543,0.0467,follow,-3.0605,48.4209,11.8265
41.1,27.6589,-0.1935,follow,-3.4774,48.011,17.9218
41.2,27.6396,-0.0981,follow,-3.7143,47.745,18.4374
41.3,27.6298,-0.1926,follow,-3.9576,47.487,60.8994
41.4,27.6105,-0.046,follow,-4.0048,47.411,17.2372
41.5,27.6059,-0.3628,follow,-4.2725,47.1364,19.8394
41.6,27.5696,-0.3551,follow,-4.452,46.9024,18.042
41.7,27.5341,-0.4659,follow,-4.6551,46.646,13.6627
41.8,27.4875,-0.6322,follow,-4.922,46.3093,28.4538
41.9,27.4243,-0.4891,follow,-4.9836,46.1528,24.7561
42.0,27.3754,-0.6082,follow,-5.0918,45.9713,25.7485
42.1,27.3146,-0.6492,follow,-5.173,45.7988,15.2939
42.2,27.2497,-0.8564,follow,-5.3686,45.5059,37.9325
42.3,27.164,-0.6939,follow,-5.3515,45.3945,14.1239
42.4,27.0946,-1.019,follow,-5.5619,45.08,27.2448
42.5,26.9927,-0.8672,follow,-5.5644,44.9247,127.3627
42.6,26.906,-0.7952,follow,-5.4609,44.8981,16.9682
42.7,26.8265,-1.1195,follow,-5.5983,44.6415,19.8716
42.8,26.7145,-1.0932,follow,-5.6438,44.428,27.0153
42.9,26.6052,-1.0914,follow,-5.6333,44.2745,22.3019
43.0,26.4961,-1.1871,follow,-5.6572,44.0869,16.5984
43.1,26.3774,-1.3114,follow,-5.7329,43.8332,33.0225
43.2,26.2462,-1.1998,follow,-5.6558,43.7135,21.3629
43.3,26.1263,-1.3487,follow,-5.6685,43.5209,56.7965
43.4,25.9914,-1.2244,follow,-5.5293,43.4578,25.8464
43.5,25.869,-1.3852,follow,-5.5016,43.3019,
43.6,25.7304,-1.1646,follow,-5.2508,43.3448,32.8263
43.7,25.614,-1.4022,follow,-5.1965,43.2244,50.6159
43.8,25.4738,-1.3403,follow,-5.0576,43.1531,
43.9,25.3397,-1.2538,follow,-4.8295,43.1801,34.2774
44.0,25.2143,-1.4399,follow,-4.7549,43.0667,971.3021
44.1,25.0703,-1.2887,follow,-4.5289,43.0766,
44.2,24.9415,-1.2004,follow,-4.2317,43.1805,37.5
44.3,24.8214,-1.4468,follow,-4.1548,43.0773,
44.4,24.6768,-1.2466,follow,-3.8915,43.1237,
44.5,24.5521,-1.2454,follow,-3.6407,43.1874,
44.6,24.4276,-1.1659,follow,-3.3377,43.3037,121.1073
44.7,24.311,-1.3199,follow,-3.1869,43.2796,143.7981
44.8,24.179,-1.2834,follow,-3.0058,43.2627,
44.9,24.0506,-1.0996,follow,-2.6793,43.3966,
45.0,23.9407,-1.0984,follow,-2.3865,43.5246,
45.1,23.8308,-1.0513,follow,-2.0858,43.6605,
45.2,23.7257,-0.9964,follow,-1.7747,43.8139,
45.3,23.6261,-1.0399,follow,-1.5388,43.9003,
45.4,23.5221,-0.903,follow,-1.218,44.0651,
45.5,23.4318,-0.8557,follow,-0.9038,44.2439,
45.6,23.3462,-0.8889,follow,-0.664,44.3553,
45.7,23.2573,-0.5937,follow,-0.2164,44.6696,
45.8,23.1979,-0.6741,follow,0.0888,44.8858,
45.9,23.1305,-0.7376,follow,0.2879,44.9837,
46.0,23.0568,-0.5055,follow,0.6419,45.227,
46.1,23.0062,-0.6084,follow,0.8441,45.3534,
46.2,22.9454,-0.3717,follow,1.1998,45.6179,
46.3,22.9082,-0.2896,follow,1.5517,45.914,
46.4,22.8793,-0.3919,follow,1.7452,46.0641,
46.5,22.8401,-0.1483,follow,2.092,46.3521,
46.6,22.8252,-0.1466,follow,2.3627,46.6006,
46.7,22.8106,-0.0272,follow,2.6657,46.8815,
46.8,22.8079,0.1386,follow,3.031,47.2428,
46.9,22.8217,0.0202,follow,3.21,47.4426,
47.0,22.8237,0.064,follow,3.3676,47.6032,
47.1,22.8301,0.1099,follow,3.508,47.7532,
47.2,22.8411,0.1721,follow,3.6464,47.9081,
47.3,22.8583,0.2908,follow,3.8287,48.1162,
47.4,22.8874,0.381,follow,4.0224,48.3535,
47.5,22.9255,0.4349,follow,4.1937,48.582,
47.6,22.969,0.5474,follow,4.3935,48.8471,
47.7,23.0237,0.5324,follow,4.5101,49.0457,
47.8,23.077,0.7289,follow,4.7315,49.347,
47.9,23.1499,0.6222,follow,4.7872,49.512,
48.0,23.2121,0.9646,follow,5.0766,49.8948,
48.1,23.3086,0.8124,follow,5.1481,50.1109,
48.2,23.3898,0.7624,follow,5.1232,50.2079,
48.3,23.466,0.7889,follow,5.0823,50.2813,
48.4,23.5449,0.9571,follow,5.1455,50.4628,
48.5,23.6406,0.9156,follow,5.1208,50.5818,
48.6,23.7322,1.044,follow,5.1643,50.7626,
48.7,23.8366,1.0458,follow,5.159,50.9139,
48.8,23.9412,1.0349,follow,5.103,51.0148,
48.9,24.0447,0.9923,follow,4.9793,51.0463,276.4262
49.0,24.1439,0.9513,follow,4.8021,51.0179,
49.1,24.239,1.056,follow,4.7025,51.061,
49.2,24.3446,1.1677,follow,4.6736,51.1906,
49.3,24.4614,1.1159,follow,4.5683,51.2604,130.9667
49.4,24.573,1.0035,follow,4.3506,51.2101,
49.5,24.6733,1.1378,follow,4.2458,51.2558,
49.6,24.7871,1.1395,follow,4.1254,51.3061,114.7462
49.7,24.9011,1.0264,follow,3.8984,51.25,
49.8,25.0037,1.1202,follow,3.756,51.2616,
49.9,25.1157,1.0876,follow,3.5804,51.254,52.5286
50.0,25.2245,0.9704,follow,3.3088,51.1456,
50.1,25.3215,1.0927,follow,3.1581,51.1404,
50.2,25.4308,1.0754,follow,2.9931,51.1393,
50.3,25.5383,1.108,follow,2.859,51.1665,
50.4,25.6491,1.0867,follow,2.7069,51.1806,30.4802
50.5,25.7578,0.8523,follow,2.3651,51.0018,34.9853
50.6,25.843,0.8763,follow,2.083,50.8475,112.2373
50.7,25.9307,0.9548,follow,1.8974,50.7934,93.9459
50.8,26.0261,0.909,follow,1.6906,50.7298,79.7452
50.9,26.1171,0.8798,follow,1.4815,50.6571,
51.0,26.205,1.1479,follow,1.5181,50.8256,65.5786
51.1,26.3198,0.8105,follow,1.2569,50.7366,107.991
51.2,26.4009,0.8705,follow,1.0802,50.6816,74.4358
51.3,26.4879,0.8071,follow,0.8729,50.6048,50.7099
51.4,26.5686,0.7462,follow,0.6439,50.4969,27.9199
51.5,26.6432,0.6182,follow,0.3437,50.3086,46.8751
51.6,26.7051,0.6724,follow,0.1375,50.1951,21.9665
51.7,26.7723,0.4733,follow,-0.1986,49.9598,25.5902
51.8,26.8196,0.4795,follow,-0.4696,49.7599,22.8295
51.9,26.8676,0.3892,follow,-0.7643,49.5371,27.4051
52.0,26.9065,0.3822,follow,-1.0073,49.3525,296.3909
52.1,26.9447,0.521,follow,-1.0851,49.332,14.7492
52.2,26.9968,0.0824,follow,-1.5029,48.9923,32.9508
52.3,27.0051,0.2893,follow,-1.6648,48.8428,15.1918
52.4,27.034,-0.0105,follow,-2.0326,48.5184,20.3516
52.5,27.033,0.0506,follow,-2.2693,48.2801,39.8035
52.6,27.038,0.108,follow,-2.3987,48.1583,24.2243
52.7,27.0488,-0.048,follow,-2.6148,47.9584,16.7756
52.8,27.044,-0.1947,follow,-2.893,47.673,18.4492
52.9,27.0245,-0.2204,follow,-3.1203,47.4166,31.3075
53.0,27.0025,-0.165,follow,-3.2364,47.2673,18.518
53.1,26.986,-0.3581,follow,-3.4653,47.0137,25.7467
53.2,26.9502,-0.3155,follow,-3.5906,46.8347,24.3905
53.3,26.9187,-0.3973,follow,-3.7322,46.6458,19.3659
53.4,26.8789,-0.5076,follow,-3.9095,46.4089,172.5741
53.5,26.8282,-0.3037,follow,-3.8551,46.3871,34.4078
53.6,26.7978,-0.5009,follow,-3.9413,46.2553,13.9416
53.7,26.7477,-0.7586,follow,-4.193,45.9286,28.5679
53.8,26.6718,-0.5965,follow,-4.2324,45.7754,21.0768
53.9,26.6122,-0.7468,follow,-4.3541,45.5642,46.8678
54.0,26.5375,-0.6416,follow,-4.3318,45.4744,21.3745
54.1,26.4733,-0.8404,follow,-4.4419,45.2681,28.9559
54.2,26.3893,-0.8012,follow,-4.4638,45.1202,44.7044
54.3,26.3092,-0.791,follow,-4.4365,45.0272,68.308
54.4,26.2301,-0.7893,follow,-4.3759,44.9692,21.1115
54.5,26.1512,-0.9986,follow,-4.4626,44.7641,31.948
54.6,26.0513,-0.9327,follow,-4.443,44.634,31.6263
54.7,25.958,-0.987,follow,-4.4349,44.5022,30.733
54.8,25.8593,-1.0236,follow,-4.4217,44.3672,
54.9,25.757,-0.827,follow,-4.2119,44.4235,97.2136
55.0,25.6743,-0.9741,follow,-4.1253,44.3861,27.3268
55.1,25.5769,-1.11,follow,-4.1318,44.2334,
55.2,25.4659,-0.9161,follow,-3.9429,44.2558,
55.3,25.3742,-0.8311,follow,-3.6839,44.3774,
55.4,25.2911,-0.9181,follow,-3.5114,44.4253,31.042
55.5,25.1993,-1.1212,follow,-3.5076,44.2914,79.1876
55.6,25.0872,-1.0107,follow,-3.3841,44.2467,
55.7,24.9861,-0.8679,follow,-3.1362,44.343,85.9143
55.8,24.8993,-1.0417,follow,-3.0489,44.3001,
55.9,24.7952,-0.9057,follow,-2.8392,44.3536,
56.0,24.7046,-0.8735,follow,-2.6158,44.4411,109.8391
56.1,24.6173,-1.0029,follow,-2.5165,44.4094,
56.2,24.517,-0.8917,follow,-2.3217,44.4537,22.8323
