time,ego_speed,acceleration_cmd,mode,distance_error,distance,ttc
9.6,27.268942,1.591591,cruise,,,
9.7,27.428101,1.540786,cruise,,,
9.8,27.58218,1.491244,cruise,,,
9.9,27.731304,1.442938,cruise,,,
10.0,27.875598,1.395842,cruise,,,
10.1,28.015182,1.349933,cruise,,,
10.2,28.150176,1.305184,cruise,,,
10.3,28.280694,1.261574,cruise,,,
10.4,28.406851,1.219076,cruise,,,
10.5,28.528759,1.17767,cruise,,,
10.6,28.646526,1.13733,cruise,,,
10.7,28.760259,1.098036,cruise,,,
10.8,28.870062,1.059764,cruise,,,
10.9,28.976039,1.022493,cruise,,,
11.0,29.078288,0.986202,cruise,,,
11.1,29.176908,0.950869,cruise,,,
11.2,29.271995,0.916475,cruise,,,
11.3,29.363643,0.882997,cruise,,,
11.4,29.451943,0.850418,cruise,,,
11.5,29.536984,0.818716,cruise,,,
11.6,29.618856,0.787873,cruise,,,
11.7,29.697643,0.75787,cruise,,,
11.8,29.77343,0.728688,cruise,,,
11.9,29.846299,0.700309,cruise,,,
12.0,29.91633,0.672715,cruise,,,
12.1,29.983602,0.645889,cruise,,,
12.2,30.04819,0.619812,cruise,,,
12.3,30.110172,0.594469,cruise,,,
12.4,30.169618,0.569842,cruise,,,
12.5,30.226603,0.545915,cruise,,,
12.6,30.281194,0.522673,cruise,,,
12.7,30.333461,0.500098,cruise,,,
12.8,30.383471,0.478177,cruise,,,
12.9,30.431289,0.456894,cruise,,,
13.0,30.476978,0.436233,cruise,,,
13.1,30.520602,0.416181,cruise,,,
13.2,30.56222,0.396722,cruise,,,
13.3,30.601892,0.377844,cruise,,,
13.4,30.639676,0.359532,cruise,,,
13.5,30.675629,0.341772,cruise,,,
13.6,30.709807,0.324552,cruise,,,
13.7,30.742262,0.307859,cruise,,,
13.8,30.773048,0.291679,cruise,,,
13.9,30.802216,0.276001,cruise,,,
14.0,30.829816,0.260812,cruise,,,
14.1,30.855897,0.2461,cruise,,,
14.2,30.880507,0.231854,cruise,,,
14.3,30.903692,0.218061,cruise,,,
14.4,30.925499,0.204711,cruise,,,
14.5,30.94597,0.191793,cruise,,,
14.6,30.965149,0.179295,cruise,,,
14.7,30.983078,0.167208,cruise,,,
14.8,30.999799,0.155521,cruise,,,
14.9,31.015351,0.144223,cruise,,,
15.0,31.029774,0.133305,cruise,,,
15.1,31.043104,0.122758,cruise,,,
15.2,31.05538,0.11257,cruise,,,
15.3,31.066637,0.102734,cruise,,,
15.4,31.07691,0.09324,cruise,,,
15.5,31.086234,0.08408,cruise,,,
15.6,31.094642,0.075243,cruise,,,
15.7,31.102167,0.066723,cruise,,,
15.8,31.108839,0.05851,cruise,,,
15.9,31.11469,0.050596,cruise,,,
16.0,31.11975,0.042973,cruise,,,
16.1,31.124047,0.035634,cruise,,,
16.2,31.12761,0.028571,cruise,,,
16.3,31.130467,0.021775,cruise,,,
16.4,31.132645,0.015241,cruise,,,
16.5,31.134169,0.008961,cruise,,,
16.6,31.135065,0.002927,cruise,,,
16.7,31.135358,-0.002867,cruise,,,
16.8,31.135071,-0.008428,cruise,,,
16.9,31.134228,-0.013762,cruise,,,
17.0,31.132852,-0.018875,cruise,,,
17.1,31.130965,-0.023775,cruise,,,
17.2,31.128587,-0.028467,cruise,,,
17.3,31.12574,-0.032957,cruise,,,
17.4,31.122445,-0.037251,cruise,,,
17.5,31.11872,-0.041355,cruise,,,
17.6,31.114584,-0.045273,cruise,,,
17.7,31.110057,-0.049013,cruise,,,
17.8,31.105156,-0.052578,cruise,,,
17.9,31.099898,-0.055974,cruise,,,
18.0,31.0943,-0.059207,cruise,,,
18.1,31.08838,-0.062281,cruise,,,
18.2,31.082152,-0.0652,cruise,,,
18.3,31.075632,-0.06797,cruise,,,
18.4,31.068835,-0.070596,cruise,,,
18.5,31.061775,-0.073081,cruise,,,
18.6,31.054467,-0.07543,cruise,,,
18.7,31.046924,-0.077647,cruise,,,
18.8,31.039159,-0.079737,cruise,,,
18.9,31.031186,-0.081704,cruise,,,
19.0,31.023015,-0.08355,cruise,,,
19.1,31.01466,-0.085282,cruise,,,
19.2,31.006132,-0.086901,cruise,,,
19.3,30.997442,-0.088412,cruise,,,
19.4,30.988601,-0.089819,cruise,,,
19.5,30.979619,-0.091124,cruise,,,
19.6,30.970506,-0.092332,cruise,,,
19.7,30.961273,-0.093445,cruise,,,
19.8,30.951929,-0.094467,cruise,,,
19.9,30.942482,-0.0954,cruise,,,
20.0,30.932942,-0.096249,cruise,,,
20.1,30.923317,-0.097016,cruise,,,
20.2,30.913615,-0.097703,cruise,,,
20.3,30.903845,-0.098314,cruise,,,
20.4,30.894014,-0.098852,cruise,,,
20.5,30.884129,-0.099318,cruise,,,
20.6,30.874197,-0.099717,cruise,,,
20.7,30.864225,-0.100049,cruise,,,
20.8,30.85422,-0.100318,cruise,,,
20.9,30.844188,-0.100526,cruise,,,
21.0,30.834136,-0.100676,cruise,,,
21.1,30.824068,-0.100769,cruise,,,
21.2,30.813991,-0.100809,cruise,,,
21.3,30.80391,-0.100796,cruise,,,
21.4,30.793831,-0.100733,cruise,,,
21.5,30.783757,-0.100623,cruise,,,
21.6,30.773695,-0.100466,cruise,,,
21.7,30.763649,-0.100266,cruise,,,
21.8,30.753622,-0.100023,cruise,,,
21.9,30.74362,-0.09974,cruise,,,
22.0,30.733646,-0.099419,cruise,,,
22.1,30.723704,-0.099061,cruise,,,
22.2,30.713798,-0.098667,cruise,,,
22.3,30.703931,-0.09824,cruise,,,
22.4,30.694107,-0.097781,cruise,,,
22.5,30.684329,-0.097292,cruise,,,
22.6,30.6746,-0.096773,cruise,,,
22.7,30.664922,-0.096227,cruise,,,
22.8,30.6553,-0.095654,cruise,,,
22.9,30.645734,-0.095057,cruise,,,
23.0,30.636229,-0.094435,cruise,,,
23.1,30.626785,-0.093792,cruise,,,
23.2,30.617406,-0.093127,cruise,,,
23.3,30.608093,-0.092443,cruise,,,
23.4,30.598849,-0.091739,cruise,,,
23.5,30.589675,-0.091018,cruise,,,
23.6,30.580573,-0.09028,cruise,,,
23.7,30.571545,-0.089527,cruise,,,
23.8,30.562593,-0.088759,cruise,,,
23.9,30.553717,-0.087977,cruise,,,
24.0,30.544919,-0.087182,cruise,,,
24.1,30.536201,-0.086376,cruise,,,
24.2,30.527563,-0.085559,cruise,,,
24.3,30.519007,-0.084731,cruise,,,
24.4,30.510534,-0.083895,cruise,,,
24.5,30.502145,-0.08305,cruise,,,
24.6,30.49384,-0.082197,cruise,,,
24.7,30.48562,-0.081337,cruise,,,
24.8,30.477486,-0.080471,cruise,,,
24.9,30.469439,-0.0796,cruise,,,
25.0,30.461479,-0.078723,cruise,,,
25.1,30.453607,-0.077842,cruise,,,
25.2,30.445823,-0.076958,cruise,,,
25.3,30.438127,-0.07607,cruise,,,
25.4,30.43052,-0.07518,cruise,,,
25.5,30.423002,-0.074287,cruise,,,
25.6,30.415573,-0.073394,cruise,,,
25.7,30.408234,-0.072499,cruise,,,
25.8,30.400984,-0.071604,cruise,,,
25.9,30.393823,-0.070709,cruise,,,
26.0,30.386753,-0.069815,cruise,,,
26.1,30.379771,-0.068921,cruise,,,
26.2,30.372879,-0.068028,cruise,,,
26.3,30.366076,-0.067138,cruise,,,
26.4,30.359362,-0.066249,cruise,,,
26.5,30.352738,-0.065363,cruise,,,
26.6,30.346201,-0.064479,cruise,,,
26.7,30.339753,-0.063599,cruise,,,
26.8,30.333393,-0.062722,cruise,,,
26.9,30.327121,-0.061849,cruise,,,
27.0,30.320936,-0.060979,cruise,,,
27.1,30.314839,-0.060114,cruise,,,
27.2,30.308827,-0.059254,cruise,,,
27.3,30.302902,-0.058398,cruise,,,
27.4,30.297062,-0.057548,cruise,,,
27.5,30.291307,-0.056702,cruise,,,
27.6,30.285637,-0.055862,cruise,,,
27.7,30.280051,-0.055028,cruise,,,
27.8,30.274548,-0.0542,cruise,,,
27.9,30.269128,-0.053377,cruise,,,
28.0,30.26379,-0.052561,cruise,,,
28.1,30.258534,-0.051751,cruise,,,
28.2,30.253359,-0.050948,cruise,,,
28.3,30.248264,-0.050152,cruise,,,
28.4,30.243249,-0.049362,cruise,,,
28.5,30.238313,-0.048579,cruise,,,
28.6,30.233455,-0.047803,cruise,,,
28.7,30.228675,-0.047034,cruise,,,
28.8,30.223971,-0.046273,cruise,,,
28.9,30.219344,-0.045519,cruise,,,
29.0,30.214792,-0.044772,cruise,,,
29.1,30.210315,-0.044032,cruise,,,
29.2,30.205912,-0.043301,cruise,,,
29.3,30.201582,-0.042577,cruise,,,
29.4,30.197324,-0.04186,cruise,,,
29.5,30.193138,-0.041151,cruise,,,
29.6,30.189023,-0.04045,cruise,,,
29.7,30.184978,-0.039757,cruise,,,
29.8,30.181002,-0.039072,cruise,,,
29.9,30.177095,-0.038395,cruise,,,
30.0,30.173255,-8.0,follow,3.159883,52.1,10.846811
30.1,29.373255,0.0,follow,2.360208,51.699674,11.557506
30.2,29.373255,-6.719282,follow,2.807534,51.252349,13.198295
30.3,28.701327,0.0,follow,2.120774,50.931216,19.884699
30.4,28.701327,-4.462853,follow,2.376907,50.675084,13.056123
30.5,28.255042,0.0,follow,2.050983,50.331579,14.652392
30.6,28.255042,-5.350632,follow,2.394487,49.988075,24.090154
30.7,27.719979,0.0,follow,1.745891,49.834077,23.287185
30.8,27.719979,-3.707889,follow,1.959888,49.620079,16.163005
30.9,27.34919,0.0,follow,1.673624,49.35016,25.448857
31.0,27.34919,-3.433224,follow,1.867543,49.156242,18.211481
31.1,27.005867,0.0,follow,1.588146,48.920655,20.765455
31.2,27.005867,-3.814854,follow,1.823733,48.685068,26.664079
31.3,26.624382,0.0,follow,1.395943,48.54063,15.892129
31.4,26.624382,-4.415487,follow,1.701381,48.235192,16.550745
31.5,26.182833,0.0,follow,1.286341,47.987908,29.939427
31.6,26.182833,-2.760133,follow,1.446625,47.827625,24.617463
31.7,25.90682,0.0,follow,1.199287,47.660943,71.474984
31.8,25.90682,-1.679595,follow,1.265969,47.594261,29.993486
31.9,25.73886,0.0,follow,1.155916,47.452375,26.379131
32.0,25.73886,-2.867502,follow,1.335802,47.272489,
32.1,25.45211,0.0,follow,0.840887,47.337278,76.091462
32.2,25.45211,-1.344589,follow,0.903098,47.275067,117.567426
32.3,25.317651,0.0,follow,0.728175,47.248302,34.049116
32.4,25.317651,-2.081204,follow,0.86694,47.109537,64.741908
32.5,25.109531,0.0,follow,0.606713,47.057584,1593.498673
32.6,25.109531,-0.517264,follow,0.609666,47.05463,48.533395
32.7,25.057805,-0.640994,follow,0.623857,46.96285,
32.8,24.993705,0.0,follow,0.499078,46.991479,105.906993
32.9,24.993705,-0.878464,follow,0.543449,46.947109,219.681681
33.0,24.905859,0.0,follow,0.424265,46.934523,131.890881
33.1,24.905859,-0.723739,follow,0.459851,46.898937,
33.2,24.833485,0.0,follow,0.195638,47.054589,
33.3,24.833485,0.0,follow,0.179987,47.07024,75.49541
33.4,24.833485,-0.817353,follow,0.242335,47.007892,
33.5,24.751749,0.0,follow,0.032907,47.094717,70.107559
33.6,24.751749,-0.751815,follow,0.100082,47.027542,
33.7,24.676568,2.855894,follow,0.0,47.075885,41.058086
33.8,24.962157,-4.513297,follow,0.510567,46.932669,48.77858
33.9,24.510828,2.974825,follow,0.0,46.881587,
34.0,24.80831,0.0,follow,0.29671,46.915756,
34.1,24.80831,0.0,follow,0.222541,46.989925,
34.2,24.80831,0.0,follow,0.190372,47.022094,
34.3,24.80831,-0.042472,follow,0.180203,47.032263,1227.669171
34.4,24.804063,-0.112145,follow,0.177238,47.028856,51.450347
34.5,24.792848,-0.935192,follow,0.250701,46.938571,141.020839
34.6,24.699329,0.0,follow,0.134355,46.914638,951.051104
34.7,24.699329,-0.16076,follow,0.139288,46.909706,
34.8,24.683253,0.0,follow,0.0045,47.02038,
34.9,24.683253,3.0,follow,0.0,47.078055,46.925395
35.0,24.983253,-5.648227,follow,0.52715,46.94773,
35.1,24.418431,3.0,follow,0.0,47.029886,
35.2,24.718431,0.0,follow,0.048602,47.029043,205.878933
35.3,24.718431,-0.285587,follow,0.071446,47.0062,
35.4,24.689872,3.0,follow,0.0,47.083213,
35.5,24.989872,-2.780229,follow,0.323582,47.161226,
35.6,24.711849,3.0,follow,0.0,47.260041,138.248293
35.7,25.011849,-0.240889,follow,0.321917,47.195856,195.145961
35.8,24.98776,-0.102475,follow,0.30756,47.17408,
35.9,24.977513,0.0,follow,0.26494,47.201329,
36.0,24.977513,0.0,follow,0.189691,47.276578,140.073509
36.1,24.977513,-0.516267,follow,0.223443,47.242826,402.02341
36.2,24.925886,0.0,follow,0.152591,47.236238,62.491223
36.3,24.925886,-0.93843,follow,0.22818,47.160649,57.103101
36.4,24.832043,0.0,follow,0.16062,47.087445,
36.5,24.832043,0.0,follow,0.082824,47.165241,
36.6,24.832043,3.0,follow,0.0,47.284036,
36.7,25.132043,-3.839872,follow,0.432232,47.265832,
36.8,24.748056,3.0,follow,0.0,47.366026,
36.9,25.048056,0.0,follow,0.183863,47.388221,89.740936
37.0,25.048056,-0.717391,follow,0.236668,47.335415,
37.1,24.976317,0.0,follow,0.099692,47.364784,
37.2,24.976317,3.0,follow,0.0,47.482152,7516.881141
37.3,25.276317,-4.002997,follow,0.462955,47.45152,
37.4,24.876017,3.0,follow,0.0,47.580919,25.915293
37.5,25.176017,0.0,follow,0.396709,47.367317,
37.6,25.176017,0.0,follow,0.35231,47.411715,447.208611
37.7,25.176017,-0.396347,follow,0.362912,47.401113,119.694643
37.8,25.136382,-0.033141,follow,0.339098,47.365475,713.525296
37.9,25.133068,-0.285704,follow,0.340434,47.359168,29.178791
38.0,25.104498,-1.531565,follow,0.457028,47.199719,178.450296
38.1,24.951341,0.0,follow,0.238428,47.188584,
38.2,24.951341,0.0,follow,0.206562,47.22045,
38.3,24.951341,0.0,follow,0.090696,47.336316,138.67734
38.4,24.951341,-0.441205,follow,0.12483,47.302182,84.266335
38.5,24.907221,0.0,follow,0.110371,47.25046,164.509157
38.6,24.907221,-0.398496,follow,0.139093,47.221738,
38.7,24.867371,3.0,follow,0.0,47.304001,
38.8,25.167371,-3.348034,follow,0.438793,47.312264,83.38854
38.9,24.832568,3.0,follow,0.0,47.289007,
39.0,25.132568,0.0,follow,0.385102,47.31375,756.198423
39.1,25.132568,-0.375655,follow,0.391359,47.307493,
39.2,25.095002,0.0,follow,0.271511,47.370993,75.793295
39.3,25.095002,-0.892211,follow,0.334011,47.308493,137.125102
39.4,25.005781,0.0,follow,0.225757,47.282915,159.857681
39.5,25.005781,-0.50005,follow,0.255335,47.253336,42.732985
39.6,24.955776,-0.534426,follow,0.285906,47.147759,
39.7,24.902334,0.0,follow,0.173975,47.179525,
39.8,24.902334,0.0,follow,0.144208,47.209292,
39.9,24.902334,-0.009887,follow,0.134442,47.219059,573.508214
40.0,24.901345,-0.179389,follow,0.141093,47.210924,49.109242
40.1,24.883406,-0.841143,follow,0.208526,47.116584,231.637997
40.2,24.799292,0.0,follow,0.094283,47.104654,794.455022
40.3,24.799292,-0.139462,follow,0.100212,47.098725,117.955659
40.4,24.785346,-0.270415,follow,0.117828,47.060191,
40.5,24.758304,0.0,follow,0.065096,47.07236,
40.6,24.758304,0.0,follow,0.010926,47.12653,
40.7,24.758304,3.0,follow,0.0,47.291699,
40.8,25.058304,-3.007478,follow,0.288587,47.298869,
40.9,24.757556,3.0,follow,0.0,47.342113,
41.0,25.057556,0.0,follow,0.255977,47.330358,31.605061
41.1,25.057556,-1.822142,follow,0.405732,47.180602,608.33997
41.2,24.875342,0.0,follow,0.121945,47.191068,
41.3,24.875342,0.0,follow,0.104479,47.208534,
41.4,24.875342,3.0,follow,0.0,47.406,3089.929847
41.5,25.175342,-3.151522,follow,0.388548,47.374465,
41.6,24.86019,3.0,follow,0.0,47.411446,
41.7,25.16019,0.0,follow,0.347857,47.392427,45.561324
41.8,25.16019,-1.401691,follow,0.451876,47.288408,
41.9,25.020021,0.0,follow,0.157625,47.372406,
42.0,25.020021,0.0,follow,0.103627,47.426404,
42.1,25.020021,0.0,follow,0.046629,47.483402,67.83142
42.2,25.020021,-0.793326,follow,0.116631,47.4134,
42.3,24.940688,3.0,follow,0.0,47.524331,47.971028
42.4,25.240688,-3.864004,follow,0.46577,47.395262,
42.5,24.854288,3.0,follow,0.0,47.453834,
42.6,25.154288,0.0,follow,0.129027,47.602405,53.229402
42.7,25.154288,-1.069052,follow,0.218456,47.512976,82.733736
42.8,25.047383,0.0,follow,0.104836,47.466238,
42.9,25.047383,-0.059442,follow,0.102574,47.4685,111.067932
43.0,25.041438,-0.440917,follow,0.135802,47.426356,39.474647
43.1,24.997347,-0.644291,follow,0.185399,47.310621,
43.2,24.932918,0.0,follow,0.077047,47.322329,64.56705
43.3,24.932918,-0.853189,follow,0.150339,47.249038,
43.4,24.847599,3.0,follow,0.0,47.300278,87.98435
43.5,25.147599,-3.949319,follow,0.50488,47.216518,
43.6,24.752667,3.0,follow,0.0,47.357251,138.202003
43.7,25.052667,0.0,follow,0.286016,47.292984,161.593215
43.8,25.052667,-0.544893,follow,0.315283,47.263718,
43.9,24.998178,0.0,follow,0.172366,47.3249,51.542207
44.0,24.998178,-1.129525,follow,0.264184,47.233082,
44.1,24.885225,0.0,follow,0.066278,47.26156,
44.2,24.885225,3.0,follow,0.0,47.371037,43.25233
44.3,25.185225,-5.237509,follow,0.546323,47.231515,1044.364992
44.4,24.661474,3.0,follow,0.0,47.279367,
44.5,24.961474,0.0,follow,0.139992,47.30222,
44.6,24.961474,0.0,follow,0.077139,47.365072,53.131173
44.7,24.961474,-1.024503,follow,0.166286,47.275925,49.687025
44.8,24.859024,0.0,follow,0.097513,47.191023,
44.9,24.859024,0.0,follow,0.044416,47.24412,
45.0,24.859024,0.0,follow,0.008318,47.280218,
45.1,24.859024,3.0,follow,0.0,47.313315,
45.2,25.159024,-4.400146,follow,0.415123,47.323413,70.73501
45.3,24.719009,3.0,follow,0.0,47.300512,
45.4,25.019009,0.0,follow,0.212903,47.315611,
45.5,25.019009,0.0,follow,0.192804,47.33571,84.677858
45.6,25.019009,-0.757973,follow,0.248705,47.279809,
45.7,24.943212,3.0,follow,0.0,47.425488,
45.8,25.243212,-2.131585,follow,0.427651,47.437167,41.860805
45.9,25.030053,0.0,follow,0.199919,47.345162,
46.0,25.030053,0.0,follow,0.153924,47.391156,62.352398
46.1,25.030053,-0.943997,follow,0.229929,47.315151,
46.2,24.935654,0.0,follow,0.022895,47.380585,
46.3,24.935654,3.0,follow,0.0,47.47402,85.438131
46.4,25.235654,-4.793328,follow,0.465026,47.388455,
46.5,24.756321,3.0,follow,0.0,47.484823,
46.6,25.056321,0.0,follow,0.074291,47.510191,
46.7,25.056321,0.0,follow,0.017923,47.566558,
46.8,25.056321,3.0,follow,0.0,47.702926,201.856532
46.9,25.356321,-3.980792,follow,0.385187,47.649294,51.439293
47.0,24.958242,3.0,follow,0.0,47.59647,75.761389
47.1,25.258242,-0.29227,follow,0.383717,47.503646,54.712462
47.2,25.229015,-0.739633,follow,0.423778,47.419744,164.073742
47.3,25.155052,0.0,follow,0.334338,47.398239,
47.4,25.155052,-0.154126,follow,0.323843,47.408734,
47.5,25.139639,0.0,follow,0.293688,47.41577,
47.6,25.139639,0.0,follow,0.245652,47.463806,366.123059
47.7,25.139639,-0.336532,follow,0.258616,47.450842,
47.8,25.105986,0.0,follow,0.109735,47.549244,155.396912
47.9,25.105986,-0.418252,follow,0.140333,47.518645,
48.0,25.064161,3.0,follow,0.0,47.716229,
48.1,25.364161,-2.046484,follow,0.319428,47.726813,47.529067
48.2,25.159512,0.0,follow,0.092406,47.646862,49.657386
48.3,25.159512,-1.110198,follow,0.188357,47.550911,
48.4,25.048492,3.0,follow,0.0,47.582062,217.774563
48.5,25.348492,-3.435709,follow,0.492526,47.530212,
48.6,25.004921,3.0,follow,0.0,47.58372,
48.7,25.304921,0.0,follow,0.369154,47.588228,134.081021
48.8,25.304921,-0.678638,follow,0.404646,47.552736,50.324539
48.9,25.237058,-0.171545,follow,0.390556,47.46503,34.468442
49.0,25.219903,-1.503238,follow,0.500815,47.32904,86.067964
49.1,25.069579,0.0,follow,0.315287,47.289082,
49.2,25.069579,0.0,follow,0.258245,47.346124,
49.3,25.069579,-0.108942,follow,0.249203,47.355166,47.375095
49.4,25.058685,-1.090657,follow,0.33173,47.256297,
49.5,24.949619,0.0,follow,0.150094,47.274336,
49.6,24.949619,0.0,follow,0.116056,47.308374,77.603119
49.7,24.949619,-0.751234,follow,0.177018,47.247412,
49.8,24.874496,0.0,follow,0.039782,47.271962,
49.9,24.874496,0.0,follow,0.023232,47.288512,64.382248
50.0,24.874496,-0.811841,follow,0.096681,47.215063,
50.1,24.793312,3.0,follow,0.0,47.262732,
50.2,25.093312,-2.754516,follow,0.344568,47.2954,
50.3,24.81786,3.0,follow,0.0,47.394614,
50.4,25.11786,0.0,follow,0.214962,47.461828,41.348085
50.5,25.11786,-1.411659,follow,0.329748,47.347042,57.891351
50.6,24.976694,0.0,follow,0.185669,47.279373,
50.7,24.976694,0.0,follow,0.144338,47.320703,
50.8,24.976694,0.0,follow,0.103008,47.362034,
50.9,24.976694,0.0,follow,0.061677,47.403364,
51.0,24.976694,3.0,follow,0.0,47.694695,
51.1,25.276694,-1.597402,follow,0.205016,47.710026,
51.2,25.116954,3.0,follow,0.0,47.78333,
51.3,25.416954,-1.317243,follow,0.311797,47.813635,
51.4,25.28523,0.0,follow,0.093733,47.834112,91.072699
51.5,25.28523,-0.642235,follow,0.146256,47.781589,
51.6,25.221006,0.0,follow,0.015022,47.816488,59.695507
51.7,25.221006,-0.877104,follow,0.095122,47.736387,119.041435
51.8,25.133296,3.0,follow,0.0,47.705058,96.706749
51.9,25.433296,-4.710308,follow,0.524216,47.625728,127.581655
52.0,24.962265,3.0,follow,0.0,47.635502,
52.1,25.262265,0.0,follow,0.110123,47.783275,28.745879
52.2,25.262265,-1.883345,follow,0.276349,47.617049,
52.3,25.073931,3.0,follow,0.0,47.660656,37.120892
52.4,25.373931,-3.269752,follow,0.558634,47.502263,65.617135
52.5,25.046956,0.0,follow,0.107866,47.462567,
52.6,25.046956,0.0,follow,0.030562,47.539871,
52.7,25.046956,-0.021162,follow,0.030258,47.540176,55.475658
52.8,25.044839,-0.913151,follow,0.112567,47.454692,81.141402
52.9,24.953524,0.0,follow,0.024947,47.405339,
53.0,24.953524,3.0,follow,0.0,47.460987,94.257578
53.1,25.253524,-5.14677,follow,0.499652,47.380635,506.612749
53.2,24.738847,3.0,follow,0.0,47.42275,
53.3,25.038847,0.0,follow,0.136406,47.421865,89.670236
53.4,25.038847,-0.68028,follow,0.189291,47.36898,
53.5,24.970819,3.0,follow,0.0,47.532898,
53.6,25.270819,-1.913149,follow,0.352413,47.553817,26.554223
53.7,25.079504,0.0,follow,0.225391,47.393866,
53.8,25.079504,-0.114977,follow,0.219341,47.399916,81.793876
53.9,25.068007,-0.602657,follow,0.258895,47.343115,
54.0,25.007741,0.0,follow,0.105271,47.406341,79.309162
54.1,25.007741,-0.729777,follow,0.165045,47.346567,484.40828
54.2,24.934763,0.0,follow,0.058055,47.34409,
54.3,24.934763,0.0,follow,0.013531,47.388614,
54.4,24.934763,3.0,follow,0.0,47.460138,56.854602
54.5,25.234763,-5.323914,follow,0.505484,47.346661,97.66964
54.6,24.702372,3.0,follow,0.0,47.351424,759.177728
54.7,25.002372,0.0,follow,0.188371,47.315187,96.096423
54.8,25.002372,-0.682459,follow,0.237608,47.26595,
54.9,24.934126,3.0,follow,0.0,47.404537,
55.0,25.234126,-2.376616,follow,0.440065,47.411125,40.038914
55.1,24.996465,0.0,follow,0.178219,47.316478,
55.2,24.996465,0.0,follow,0.108865,47.385832,
55.3,24.996465,3.0,follow,0.0,47.545185,
55.4,25.296465,-2.714655,follow,0.352158,47.592539,33.131719
55.5,25.024999,0.0,follow,0.06146,47.476039,123.314715
55.6,25.024999,-0.464967,follow,0.099959,47.437539,
